ID_REF	C11	C16	P11	P16	AA15	HD2	HD13	E4	L1	L8	C12	C17	P12	AA11	AA16	HD8	HD14	E5	L2	L10	C13	C18	P13	AA12	AA19	HD9	E1	E6	L3	L12	C14	P1	P14	AA13	AA20	HD11	E2	E7	L4	C15	P5	P15	AA14	HD1	HD12	E3	E8	L7
hsa-miR-506-4373231	10.29240475	11.29394725	12.209207	9.771207	10.07768025	11.059795	9.84181675	9.84896725	10.44515	6.5340235	10.97731025	11.35961	9.24231225	6.38867675	9.42103275	10.617357	12.749861	5.85891175	1.0371875	11.869457	10.96115275	9.28360625	13.9395215	10.1755045	9.42138075	9.5368925	10.9184175	9.56474775	10.1725755	11.08246925	3.126016	14.03011625	11.118009	11.496173	10.9223775	11.8751615	9.28703775	10.07919325	11.435896	12.2773645	9.53133175	12.254773	12.18208425	9.8770555	10.953295	2.92556875	10.96733375	9.82012925
hsa-miR-509-3-5p-4395266	12.90593775	11.29394725	12.209207	9.771207	10.07768025	11.059795	9.84181675	9.84896725	10.44515	6.5340235	10.97731025	11.35961	9.24231225	6.38867675	9.42103275	13.578199	12.749861	9.95544675	1.0371875	11.869457	10.96115275	9.28360625	13.9395215	10.1755045	9.42138075	9.5368925	10.9184175	9.56474775	10.1725755	11.08246925	3.126016	14.03011625	11.118009	11.496173	10.9223775	11.8751615	9.28703775	10.07919325	11.435896	12.2773645	9.53133175	12.254773	12.18208425	9.8770555	10.953295	2.92556875	10.96733375	9.82012925
hsa-miR-511-4373236	12.90593775	10.67391425	12.209207	2.212997	2.05093525	11.059795	3.26577475	3.66127225	10.44515	6.5340235	3.72676025	3.75007	4.09382925	6.38867675	9.42103275	13.578199	12.749861	9.95544675	1.0371875	3.085668	10.96115275	1.96733625	6.2439075	3.3749785	1.61859275	9.5368925	4.4679375	9.56474775	10.1725755	2.00214925	3.126016	4.60152325	3.602319	11.496173	10.9223775	11.8751615	9.28703775	10.07919325	11.435896	12.2773645	0.32485175	12.254773	8.40084425	9.8770555	2.610981	2.92556875	10.96733375	3.01654925
hsa-miR-517b-4373244	12.90593775	11.29394725	12.209207	9.771207	2.51280725	11.059795	9.84181675	9.84896725	10.44515	6.5340235	10.97731025	11.35961	9.24231225	6.38867675	9.42103275	13.578199	12.749861	-0.09275725	1.0371875	11.869457	10.96115275	9.28360625	13.9395215	10.1755045	9.42138075	9.5368925	10.9184175	9.56474775	10.1725755	11.08246925	3.126016	14.03011625	11.118009	11.496173	10.9223775	3.5969685	9.28703775	10.07919325	11.435896	12.2773645	9.53133175	12.254773	12.18208425	9.8770555	10.953295	2.92556875	10.96733375	9.82012925
hsa-miR-519c-3p-4373251	12.90593775	11.29394725	12.209207	9.771207	10.07768025	11.059795	9.84181675	9.84896725	10.44515	6.5340235	10.97731025	11.35961	9.24231225	6.38867675	9.42103275	12.171249	12.749861	9.95544675	1.0371875	11.869457	10.96115275	9.28360625	13.9395215	10.1755045	3.27361075	9.5368925	10.9184175	9.56474775	10.1725755	11.08246925	3.126016	14.03011625	11.118009	11.496173	10.9223775	11.8751615	9.28703775	10.07919325	11.435896	12.2773645	9.53133175	12.254773	12.18208425	9.8770555	10.953295	2.92556875	10.96733375	9.82012925
hsa-miR-520b-4373252	12.90593775	11.29394725	8.961381	9.771207	10.07768025	11.059795	9.84181675	8.22943325	6.77357	6.5340235	10.97731025	7.13297	9.24231225	6.38867675	9.42103275	11.406799	12.267668	4.77165075	1.0371875	11.869457	10.96115275	9.28360625	13.9395215	10.1755045	5.54823075	9.5368925	10.9184175	9.56474775	10.1725755	11.08246925	3.126016	14.03011625	11.118009	11.496173	10.9223775	11.8751615	9.28703775	10.07919325	11.435896	9.7846545	9.53133175	12.254773	12.18208425	9.8770555	10.953295	2.92556875	7.07800575	9.82012925
hsa-miR-520e-4373255	12.90593775	11.29394725	12.209207	-8.220693	10.07768025	11.059795	9.84181675	9.84896725	10.44515	6.5340235	10.97731025	11.35961	9.24231225	6.38867675	9.42103275	10.029959	-6.26889	8.68451175	1.0371875	-9.05315	10.96115275	9.28360625	13.9395215	10.1755045	-9.03399925	9.5368925	10.9184175	-8.96144625	10.1725755	-6.86000675	3.126016	14.03011625	11.118009	11.496173	-7.9535745	11.8751615	9.28703775	-6.67810975	11.435896	12.2773645	9.53133175	-7.48351	12.18208425	9.8770555	10.953295	2.92556875	-7.41030225	-8.59194175
hsa-miR-520f-4373256	12.90593775	11.29394725	12.209207	7.830152	10.07768025	11.059795	9.84181675	4.28491125	10.44515	6.5340235	10.97731025	11.35961	9.24231225	6.38867675	9.42103275	13.578199	8.098814	9.95544675	1.0371875	6.916587	10.96115275	9.28360625	13.9395215	10.1755045	5.44053475	9.5368925	10.9184175	4.00252275	10.1725755	11.08246925	3.126016	14.03011625	11.118009	11.496173	7.7676575	11.8751615	9.28703775	10.07919325	11.435896	12.2773645	9.53133175	11.289048	12.18208425	9.8770555	10.953295	2.92556875	7.56623375	8.18075125
hsa-miR-30a*-4373062	-1.1090005	-0.46888225	0.24241175	-1.059454	1.5629365	-1.63556525	-0.41049	-1.481712	-3.90082175	9.66798675	0.20966275	0.71095525	-1.88883425	1.23387475	-0.5514245	2.7996595	0.40916025	-4.17676975	-1.12504025	-3.745077	0.24368875	-1.07456225	2.2791915	-0.35249375	-1.573612	-0.826606	-2.074474	-1.08362325	-2.4963165	-1.176244	0.4992685	0.97368825	-0.85067575	2.8155425	2.3005055	2.16821125	-1.7540705	0.17244325	0.60378375	0.64079975	-0.652597	0.43521925	1.3835395	-4.06925675	-0.69340775	-1.71662525	-1.104417	-2.08268925
hsa-miR-30e*-4373057	-4.7602255	-2.47766625	-1.72442525	-4.01955	-1.3956395	-4.21883125	-1.082853	-1.847984	-5.88689475	9.10244675	-3.22719225	-4.09395475	-3.73583425	-1.65795425	-2.7740365	0.8892535	-1.54907775	-6.17559475	-3.53265225	-6.72994	-2.49450725	-2.97528725	-0.4732735	-2.44837075	-3.074493	-2.984504	-4.322357	-1.35541325	-4.0473115	-4.407501	-1.1186195	-1.16588275	-3.07958675	1.3149215	-0.2041735	-0.16259175	-2.2570815	-0.51422675	-2.42817525	-1.66646525	-3.156223	-3.18274975	-0.4869285	-6.19319075	-2.31179875	-2.74345725	-2.315005	-4.32805825
hsa-miR-34b*-4373037	-3.3728505	11.41083775	12.67482275	10.031002	11.6074085	11.43410875	10.647377	10.237486	11.10163825	9.66798675	10.98277975	12.00806525	10.64602075	12.08757875	10.1806885	14.7726155	11.88540825	8.30013025	11.97071275	12.405432	11.36156275	10.59653775	13.7490455	12.43686225	10.190451	9.753856	11.346068	10.40658675	10.8479315	11.725376	11.8975895	13.73935725	11.41164925	14.2168415	12.3475595	14.52712625	10.3056085	11.56402225	12.22705975	12.79698475	10.432333	12.40792725	12.3630435	10.12416325	12.58160325	10.62627475	11.117313	9.75096475
hsa-miR-126*-4373269	-5.7440535	-4.73616725	-4.90999125	-1.893036	-3.3709275	-7.56199825	-3.860127	-5.151994	-9.75628875	9.66798675	-6.10870025	-0.73333875	-6.21699925	-3.66028525	-5.9409375	-2.0368575	-4.23374375	-9.77655075	-6.65967025	-8.754194	-5.88712925	-0.00847525	-2.8237985	-5.70408775	0.972701	-5.45774	-7.942451	-2.31683425	-8.0802285	-7.269253	-3.0580835	-3.64042075	-5.75057875	-1.6494085	-3.2748275	3.71930625	-5.8598295	-3.22048175	-7.17103825	-4.88727325	-6.041267	-1.47501675	-1.5664165	-9.74766675	-5.41686875	-5.92479625	-5.759861	-3.47921225
hsa-miR-154*-4378065	6.1862625	-0.90745725	6.57956975	10.031002	11.6074085	4.06281675	10.647377	10.237486	2.16804025	9.66798675	10.98277975	12.00806525	2.29783275	12.08757875	10.1806885	14.7726155	11.88540825	0.41176725	3.53344175	12.405432	11.36156275	10.59653775	5.9232355	12.43686225	10.190451	9.753856	4.341513	10.40658675	10.8479315	4.09285	11.8975895	7.61997225	11.41164925	14.9345215	12.3475595	7.08719225	10.3056085	11.56402225	12.22705975	12.79698475	4.740473	4.13583825	12.3630435	2.01264325	3.79501625	10.62627475	11.117313	9.75096475
hsa-miR-182*-4378066	12.6826765	11.41083775	12.67482275	10.031002	11.6074085	11.43410875	10.647377	10.237486	11.10163825	9.66798675	10.98277975	12.00806525	10.64602075	12.08757875	10.1806885	14.7726155	11.88540825	8.30013025	11.97071275	12.405432	11.36156275	10.59653775	13.7490455	12.43686225	10.190451	9.753856	11.346068	10.40658675	10.8479315	11.725376	11.8975895	13.73935725	11.41164925	14.9345215	12.3475595	14.52712625	10.3056085	11.56402225	12.22705975	12.79698475	10.432333	12.40792725	12.3630435	10.12416325	12.58160325	10.62627475	11.117313	9.75096475
hsa-miR-181a*-4373086	5.8589565	3.40356875	4.85597275	5.382965	7.1769425	1.83280575	10.647377	2.73062	1.25469525	9.66798675	6.94828375	3.77736425	2.93629075	5.04466875	10.1806885	7.7649855	4.10911325	8.30013025	2.98271775	1.293221	11.36156275	10.59653775	6.3593285	6.38760725	10.190451	3.405836	1.739978	10.40658675	10.8479315	3.249554	11.8975895	6.41372325	11.41164925	7.0187115	12.3475595	9.82228825	10.3056085	11.56402225	4.29518275	2.66915975	3.546816	7.07745225	8.4729335	1.56887825	3.61797425	3.20114175	11.117313	9.75096475
hsa-miR-302c*-4373277	12.6826765	11.41083775	12.67482275	10.031002	11.6074085	11.43410875	10.647377	10.237486	11.10163825	9.66798675	10.98277975	12.00806525	10.64602075	12.08757875	10.1806885	14.7726155	10.39943125	8.30013025	11.97071275	12.405432	11.36156275	10.59653775	13.7490455	12.43686225	10.190451	9.753856	11.346068	9.39017675	10.8479315	11.725376	11.8975895	13.73935725	11.41164925	14.9345215	12.3475595	14.52712625	10.3056085	11.56402225	12.22705975	12.79698475	10.432333	12.40792725	12.3630435	10.12416325	11.82244825	10.62627475	11.117313	9.75096475
hsa-miR-373*-4373279	12.6826765	11.41083775	12.67482275	10.031002	11.6074085	11.43410875	10.647377	10.237486	11.10163825	9.66798675	10.98277975	12.00806525	10.64602075	12.08757875	10.1806885	14.7726155	11.88540825	8.30013025	11.97071275	12.405432	11.36156275	10.59653775	13.7490455	12.43686225	10.190451	9.753856	11.346068	10.40658675	10.8479315	11.725376	11.8975895	13.73935725	11.41164925	7.5732965	12.3475595	14.52712625	10.3056085	11.56402225	12.22705975	12.79698475	10.432333	12.40792725	12.3630435	10.12416325	12.58160325	10.62627475	11.117313	9.75096475
hsa-miR-378*-4373024	4.6871965	4.58589375	6.62638275	-7.221979	11.6074085	4.30496575	3.697067	2.342463	0.91710625	9.66798675	4.26411775	-4.45561475	1.56311575	4.76259875	10.1806885	6.0018275	4.84420825	8.30013025	2.86505675	-4.53017	11.36156275	-6.16559725	13.7490455	3.42283325	-7.869547	1.468261	1.351103	-7.12593525	1.6820055	3.003386	11.8975895	4.44620125	4.18100125	14.9345215	12.3475595	-2.55499675	3.5828265	11.56402225	3.39267075	4.82530475	5.267663	-3.81788375	5.3392515	0.72783725	5.52548325	1.34573275	2.968593	-7.22547425
MammU6-4395470	0.6811205	0.10861775	-0.14832425	-0.371336	0.1443825	-0.08921425	-0.180496	0.315628	-0.15679175	-0.19803925	0.02570675	0.26264625	-0.17137125	-0.43195825	-0.2239445	-0.0884745	-0.08430275	-1.23449175	0.02760875	0.096412	-0.06695925	-0.34014825	0.1221035	-0.65761675	0.157313	0.073006	0.101805	0.27919675	0.0328985	-0.149649	-0.0615745	-0.48222475	-0.05900775	-4.3521055	0.1279605	1.51153725	-0.0427685	-0.23655775	0.09214575	0.04852975	-0.180464	-0.10419775	0.0643035	0.12431025	0.40844425	-0.20883725	-0.402045	0.24761975
MammU6-4395470	0.0825945	-0.09441125	0.19774575	-0.439583	-0.1091175	0.17887875	0.118702	-0.125399	-0.19016275	0.74593475	-0.29428725	-0.24898975	-0.01440825	0.22446575	0.0967345	0.0513825	0.04333325	0.69761825	0.05317875	-0.201473	0.19030975	0.52682075	-0.2228455	0.11525225	0.253285	-0.13465	0.273938	-0.17257925	-0.4406275	-0.054297	0.2117465	-0.24929775	-0.07839075	2.4994195	-0.1555415	-2.81929375	0.2021135	0.16226825	0.01959175	0.08403275	0.372822	-0.05992475	0.2005775	-0.07799675	0.12613625	0.29998675	0.630153	-0.11474225
hsa-miR-380*-4373021	9.8388465	7.15826275	10.07480475	10.031002	10.0187515	4.72623875	6.150242	6.779341	3.72821325	9.66798675	7.17995775	7.21978825	6.58895075	10.63914875	7.0941585	9.1815255	8.33284125	5.49584725	2.47728575	4.531712	7.60864875	10.59653775	11.2255695	7.95831625	5.420744	4.029083	6.313688	5.82287275	2.6190095	6.346691	7.4167045	6.04028725	7.50589925	8.9758315	5.0177365	7.45446425	6.4292165	5.48065925	4.93524675	7.01821075	6.929426	9.08635725	8.0810955	1.83809325	10.12440025	6.33146775	6.462713	9.75096475
hsa-miR-200a*-4373273	5.0355935	11.41083775	12.67482275	10.031002	5.5019685	6.72115875	10.46043	6.189673	6.63239825	9.66798675	10.15540575	6.50675525	4.02056075	12.08757875	4.3033585	7.6802455	6.45903825	3.81816625	5.75301975	2.550852	8.36285575	10.59653775	13.7490455	10.94112725	10.190451	9.753856	11.346068	10.40658675	4.5325415	11.725376	11.8975895	13.73935725	10.46659625	4.0558715	8.2492315	6.60462625	4.2409985	5.49641425	8.09606975	12.79698475	10.432333	12.40792725	11.3912535	5.80577325	7.87327925	10.62627475	11.117313	6.66863175
hsa-miR-432*-4378076	10.5149565	11.41083775	11.85154975	10.031002	11.6074085	6.95587575	10.647377	9.674746	11.10163825	9.66798675	10.98277975	11.13385125	10.64602075	7.65779875	10.1806885	14.7726155	11.88540825	8.30013025	10.50124575	9.705309	10.51187675	6.59011375	13.7490455	12.43686225	9.968497	9.753856	9.194365	6.89244675	9.5099015	6.894501	11.8975895	13.73935725	11.41164925	0.6047715	12.3475595	13.12487625	7.3437215	11.56402225	7.66508275	10.55502275	10.432333	11.52036925	12.3630435	7.04616025	9.32991725	7.77500175	11.117313	7.43497475
hsa-miR-493*-4373218	0.0803965	11.41083775	5.14518675	10.031002	11.6074085	5.03955075	10.647377	10.237486	3.67122825	9.66798675	9.22926675	12.00806525	2.98797075	10.50481175	10.1806885	7.1839315	11.88540825	8.30013025	1.33126275	1.834976	11.36156275	10.59653775	13.7490455	2.55573225	10.190451	9.753856	4.604785	10.40658675	10.8479315	11.725376	11.8975895	4.52567325	4.46519925	8.3060045	12.3475595	2.04461325	10.3056085	11.56402225	12.22705975	4.57611975	1.948496	10.72133525	12.3630435	1.15989325	1.67995725	10.62627475	11.117313	9.75096475
hsa-miR-500*-4373225	12.6826765	11.41083775	12.67482275	6.138645	11.6074085	6.96494875	10.647377	5.450406	1.19169025	9.66798675	2.08926275	12.00806525	10.64602075	12.08757875	10.1806885	8.0156855	7.19331125	8.30013025	4.35460475	2.669342	11.36156275	10.59653775	6.9204205	5.25483225	10.190451	9.753856	11.346068	5.73847675	4.4067415	6.098614	11.8975895	11.69511025	11.41164925	4.8768915	12.3475595	14.52712625	10.3056085	11.56402225	12.22705975	9.04065975	10.432333	12.40792725	12.3630435	1.82961525	6.10538025	3.90370275	3.23719	5.33496775
hsa-miR-488*-4373213	1.0152395	11.41083775	12.67482275	10.031002	11.6074085	11.43410875	10.647377	10.237486	11.10163825	9.66798675	10.98277975	12.00806525	10.64602075	12.08757875	10.1806885	14.7726155	11.88540825	8.30013025	11.97071275	12.405432	11.36156275	10.59653775	13.7490455	12.43686225	10.190451	9.753856	11.346068	10.40658675	10.8479315	11.725376	11.8975895	13.73935725	11.41164925	14.9345215	12.3475595	14.52712625	10.3056085	11.56402225	12.22705975	12.79698475	10.432333	12.40792725	12.3630435	10.12416325	12.58160325	10.62627475	11.117313	9.75096475
hsa-miR-517*-4378078	12.6826765	11.41083775	12.67482275	10.031002	11.6074085	11.43410875	10.647377	10.237486	11.10163825	9.66798675	10.98277975	12.00806525	10.64602075	12.08757875	10.1806885	13.8094555	11.88540825	8.30013025	11.97071275	12.405432	11.36156275	10.59653775	13.7490455	12.43686225	10.190451	9.753856	11.346068	10.40658675	10.8479315	11.725376	11.8975895	13.73935725	11.41164925	14.9345215	12.3475595	14.52712625	9.0891685	11.56402225	12.22705975	12.79698475	10.432333	12.40792725	12.3630435	10.12416325	12.58160325	10.62627475	11.117313	9.75096475
hsa-miR-518c*-4378082	12.6826765	11.41083775	12.67482275	10.031002	11.6074085	11.43410875	10.647377	10.237486	11.10163825	9.66798675	10.98277975	12.00806525	10.64602075	12.08757875	10.1806885	14.7726155	11.88540825	8.30013025	11.97071275	12.405432	11.36156275	10.59653775	13.7490455	12.43686225	10.190451	9.753856	11.346068	10.40658675	10.8479315	11.725376	11.8975895	13.73935725	11.41164925	0.9711065	12.3475595	14.52712625	10.3056085	11.56402225	12.22705975	12.79698475	10.432333	12.40792725	12.3630435	10.12416325	12.58160325	10.62627475	11.117313	9.75096475
hsa-miR-519e*-4378084	12.6826765	11.41083775	12.67482275	10.031002	11.6074085	11.43410875	10.647377	10.237486	11.10163825	9.66798675	10.98277975	12.00806525	10.64602075	12.08757875	10.1806885	14.7726155	11.88540825	8.30013025	11.97071275	12.405432	11.36156275	10.59653775	13.7490455	12.43686225	10.190451	9.753856	11.346068	10.40658675	10.8479315	11.725376	11.8975895	13.73935725	11.41164925	14.9345215	12.3475595	14.52712625	10.3056085	11.56402225	12.22705975	12.79698475	10.432333	12.40792725	12.3630435	10.12416325	12.58160325	10.62627475	11.117313	9.75096475
hsa-let-7d*-4378108	1.3231715	11.41083775	6.54623675	10.031002	11.6074085	0.99362875	10.647377	10.237486	-4.78154975	9.66798675	9.58131375	12.00806525	5.49277275	12.08757875	10.1806885	8.7320805	7.87632525	-2.80851575	-0.58427225	-4.209781	6.45575575	10.59653775	9.5260535	2.86675725	10.190451	9.753856	-2.407888	10.40658675	0.2578135	0.313761	11.8975895	3.48279725	6.29273925	4.1782765	12.3475595	14.39929925	10.3056085	11.56402225	0.27440975	5.67076775	6.039351	5.67296125	12.3630435	-2.11997975	1.62799725	7.10085775	7.378843	9.75096475
hsa-miR-363*-4380917	10.5503905	2.70016875	6.91098675	10.031002	11.6074085	3.87548075	10.647377	3.725573	3.79653525	9.66798675	10.98277975	12.00806525	10.64602075	12.08757875	5.3355485	14.7726155	11.88540825	8.30013025	11.04528275	12.405432	11.36156275	10.59653775	13.7490455	9.02302825	10.190451	4.106723	11.346068	8.55853675	10.8479315	3.553928	11.8975895	13.73935725	3.37159525	14.9345215	5.0013265	14.52712625	10.3056085	11.56402225	12.22705975	12.79698475	10.432333	12.40792725	8.4768035	10.12416325	3.92147325	4.86651475	11.117313	9.75096475
hsa-miR-7-1*-4381118	-1.5939005	-1.58976225	-0.27341325	1.305712	0.2453185	-3.13526925	2.890419	-1.787008	-5.81265475	5.67367675	-1.81307625	0.86850025	-2.04791425	1.78878275	-0.1494465	1.9357915	0.04245525	-5.26617475	-3.10878925	-4.90913	-0.96559125	2.61133775	1.8266955	-1.29108775	2.993091	0.330766	-3.992214	3.17233375	-3.4539195	-3.224671	0.7433445	-0.56299775	-1.22388075	0.4176495	1.8354155	3.26219625	-0.7971065	1.51040625	-2.56466025	-0.43836325	-2.526304	1.48186225	2.5230895	-5.58157675	-1.19727975	-2.02284225	-2.181261	1.39845475
hsa-miR-589*-4380953	5.0364625	3.21875475	3.68286375	3.56501	4.7183515	3.81663175	10.647377	10.237486	0.86609025	9.66798675	7.23724975	12.00806525	2.60485275	8.40765475	10.1806885	14.7726155	5.16918325	8.30013025	1.76332475	0.696047	2.67590875	10.59653775	6.9308735	4.64580825	10.190451	9.753856	6.302628	10.40658675	3.7454195	3.686518	11.8975895	13.73935725	6.43594925	5.2569775	8.7745915	4.69199925	6.1941165	11.56402225	4.78420775	5.64440475	10.432333	12.40792725	12.3630435	1.61572525	4.83337725	3.89093475	3.643146	4.98625475
hsa-miR-550*-4380954	10.1218325	11.41083775	12.67482275	10.031002	11.6074085	7.48589375	10.647377	10.237486	11.10163825	9.66798675	10.98277975	12.00806525	6.59468675	12.08757875	10.1806885	10.3498135	11.88540825	8.30013025	5.31235275	12.405432	6.08174275	10.59653775	13.7490455	8.47289625	10.190451	9.753856	11.346068	10.40658675	4.3480195	7.776649	10.3970825	7.89194525	11.41164925	7.9723445	12.3475595	14.52712625	10.3056085	11.56402225	10.82233175	12.79698475	7.064783	12.40792725	12.3630435	6.23993925	12.58160325	6.03809075	3.409353	9.75096475
hsa-miR-593*-4380957	12.6826765	11.41083775	12.67482275	10.031002	11.6074085	11.43410875	10.647377	10.237486	11.10163825	9.66798675	10.98277975	12.00806525	10.64602075	12.08757875	10.1806885	14.7726155	11.88540825	8.30013025	11.97071275	12.405432	11.36156275	10.59653775	13.7490455	12.43686225	10.190451	9.753856	11.346068	10.40658675	10.8479315	11.725376	11.8975895	13.73935725	11.41164925	14.9345215	12.3475595	8.13113425	10.3056085	11.56402225	12.22705975	12.79698475	10.432333	12.40792725	12.3630435	10.12416325	12.58160325	10.62627475	11.117313	9.75096475
hsa-miR-624*-4380964	7.3016415	8.82906175	12.67482275	8.174557	3.0357395	11.39152875	4.62627	6.426924	0.56959525	9.66798675	7.91312675	12.00806525	10.64602075	5.70456875	10.1806885	8.4399895	3.47877825	8.30013025	9.92663775	2.652586	11.36156275	3.37041375	13.7490455	6.30026525	10.190451	6.658776	3.566966	10.40658675	1.7137975	5.252643	11.8975895	6.18037025	11.41164925	14.9345215	12.3475595	14.52712625	4.1849345	4.95706225	12.22705975	6.15374675	10.432333	4.13906125	6.5551235	0.78571725	3.00529825	3.16920175	2.592973	9.75096475
hsa-miR-629*-4380969	3.0458105	4.53532775	3.93660975	5.227516	5.4711205	2.68326175	10.647377	10.237486	1.58662525	9.66798675	3.20971975	5.82033525	4.61807775	6.35838875	3.1819885	5.3835855	4.87873225	0.95553325	2.63097575	0.952179	3.69894575	10.59653775	4.9456325	4.61073225	10.190451	4.721561	1.13378	10.40658675	5.2920995	11.725376	11.8975895	4.19908725	2.69439625	5.6341505	12.3475595	6.29643225	9.2027335	11.56402225	5.07022575	5.60750075	9.878343	12.40792725	8.1725905	1.40115325	2.78741525	10.62627475	3.873466	6.49950475
hsa-miR-616*-4380992	4.5786555	11.41083775	4.77298675	6.672214	4.4132685	3.03119675	10.647377	10.237486	0.37789125	9.66798675	3.09862975	12.00806525	4.86080075	12.08757875	2.3268285	14.7726155	11.88540825	0.45211025	2.66329775	0.502667	3.83786575	10.59653775	5.9033115	5.42740925	10.190451	9.753856	1.814673	10.40658675	1.6126395	4.893268	11.8975895	5.95751725	11.41164925	9.8036165	5.5048695	9.59657325	10.3056085	6.32955525	4.15684875	5.07975675	10.432333	12.40792725	12.3630435	0.38900825	5.23759325	3.69715975	3.222576	4.64514875
hsa-miR-29c*-4381131	3.3386325	3.63987975	3.79589575	10.031002	5.4033645	2.82241675	10.647377	3.673514	-0.89904875	9.66798675	4.15181675	8.79737525	10.64602075	12.08757875	4.7920205	6.5592275	8.05796625	2.49811025	4.99497775	3.27949	4.35895775	10.35362175	6.5247855	3.88838525	10.190451	5.48859	3.164353	7.60844675	2.5610815	2.404674	11.8975895	4.65895725	3.96710725	11.4319845	12.3475595	12.69881025	10.3056085	11.56402225	2.40330875	4.46424475	3.451913	10.87854725	6.3284595	-0.17145675	4.20328825	3.16708775	11.117313	9.23274175
hsa-miR-454*-4395185	3.6859535	11.41083775	12.67482275	10.031002	6.5820865	3.89967875	5.648607	10.237486	0.16148525	9.66798675	3.11909975	12.00806525	4.55249075	6.16673875	10.1806885	8.1173615	6.69529525	1.07615025	4.28525275	3.479122	4.79406975	10.59653775	13.7490455	4.80820225	10.190451	4.848911	3.529986	10.40658675	2.5366655	5.03524	5.5790925	6.45888925	3.33212925	7.9469415	5.5850125	13.18393625	10.3056085	11.56402225	4.93370975	5.81259875	10.432333	9.06374725	7.5734815	0.39753625	4.82733325	3.25448675	5.037666	9.75096475
hsa-miR-505*-4395198	2.4406305	2.69527775	2.17025275	5.662739	3.8263485	0.99163475	5.52317	1.130934	-0.65880975	9.66798675	1.30541975	3.28444525	0.57375875	3.13672375	1.6500905	6.2294525	2.18203525	-1.37925575	1.53239475	0.312842	2.33921075	4.53574775	3.8709555	1.47956025	4.812181	3.830196	0.386378	3.12187275	0.1803115	0.220026	3.6145375	3.64351725	0.92720325	1.5277565	3.2897395	5.73964125	2.3296145	3.58416025	1.48829575	1.99942875	0.162313	4.27341525	3.7649805	-0.31080175	3.15000125	1.49947975	0.391113	2.97508175
hsa-miR-221*-4395207	12.6826765	11.41083775	12.67482275	10.031002	11.6074085	5.55475275	10.647377	10.237486	3.11357825	9.66798675	10.98277975	12.00806525	10.64602075	12.08757875	10.1806885	9.2830675	4.03140025	8.30013025	5.09210775	4.663828	5.51394075	10.59653775	13.7490455	12.43686225	10.190451	9.753856	11.346068	10.40658675	10.8479315	2.678566	11.8975895	13.73935725	11.41164925	14.9345215	12.3475595	7.57190625	10.3056085	11.56402225	6.43809675	7.05503775	10.432333	12.40792725	12.3630435	10.12416325	5.45157925	10.62627475	11.117313	9.75096475
MammU6-4395470	-0.5745715	0.01513575	-0.13375225	0.009104	0.0146595	-0.12175725	-0.024971	-0.116939	0.29168425	-0.72041825	0.10510775	0.00295925	0.08066775	0.12689675	-0.0561565	-0.0648765	-0.07915675	0.02117325	-0.06747225	0.129364	-0.03901125	-0.21148225	0.1748705	0.12613025	-0.103521	-0.187068	-0.338077	0.20856675	0.1012615	0.120276	-0.1700705	0.73699625	0.23355825	1.8823365	-0.1134335	0.59909825	-0.1773715	-0.23479075	-0.05589525	-0.24109325	-0.312239	0.02653925	-0.2381735	0.03625525	-0.41372675	0.13584175	-0.245001	-0.16065625
MammU6-4395470	-0.1891435	-0.02934225	0.08433075	0.801815	-0.0499245	0.03209275	0.086765	-0.07329	0.05527025	0.17252275	0.16347275	-0.01661575	0.10511175	0.08059575	0.1833665	0.1019685	0.12012625	0.51570025	-0.01331525	-0.024303	-0.08433925	0.02480975	-0.0741285	0.41623425	-0.307077	0.248712	-0.037666	-0.31518425	0.3064675	0.08367	0.0198985	-0.00547375	-0.09615975	-0.0296505	0.1410145	0.70865825	0.0180265	0.30908025	-0.05584225	0.10853075	0.119881	0.13758325	-0.0267075	-0.08256875	-0.12085375	-0.22699125	0.016893	0.02777875
hsa-miR-222*-4395208	12.6826765	10.81286075	12.67482275	10.031002	11.6074085	11.43410875	10.647377	10.237486	2.75508825	9.66798675	10.98277975	12.00806525	9.01132375	12.08757875	10.1806885	14.7726155	11.88540825	8.30013025	10.24933775	6.793572	11.36156275	10.59653775	11.3193315	12.43686225	10.190451	9.618446	11.346068	10.40658675	9.9187815	7.83876	11.8975895	7.28244425	11.41164925	14.9345215	12.3475595	14.52712625	10.3056085	11.56402225	12.22705975	8.20086175	10.432333	12.40792725	12.3630435	10.12416325	9.29344825	10.62627475	7.559473	9.63053075
hsa-miR-223*-4395209	-1.2129405	-1.00141225	-0.39370725	-1.482344	-0.0385035	-2.51014725	0.50563	-0.778986	-4.91834175	3.07359175	-1.24522825	-0.31308475	-2.38061925	0.36986975	-1.6839355	1.6620355	-1.19987175	-5.15234775	-2.51970825	-4.320451	-1.29786125	-1.26241425	-0.6335075	-1.86265775	-1.266555	-1.47301	-3.79532	-0.84652325	-2.8342295	-2.474276	1.8065865	-1.87467175	-1.81028375	2.4574555	0.8466115	1.18060825	-1.2408545	1.81669225	-2.12843525	-1.52167425	-1.544917	-1.79116975	1.3002575	-4.85521275	-1.21704675	-1.58886125	-1.194641	-2.14410625
